captured_at_utc,symbol,sector,instrument_token_present,kite_quote_success,ltp,quote_timestamp_utc,source,fallback,source_age_at_capture,reliability,session_fresh,notes
2026-08-23T14:36:34Z,BANKBARODA,BANK,false,true,247.00,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,BANKINDIA,BANK,false,true,142.79,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,CANBK,BANK,false,true,129.96,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,COALINDIA,INFRA,false,true,405.20,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,FEDERALBNK,BANK,false,true,361.00,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,GAIL,INFRA,false,true,172.00,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,HUDCO,INFRA,false,true,186.09,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,IDFCFIRSTB,BANK,false,true,86.75,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,IRCON,INFRA,false,true,124.72,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,IRFC,INFRA,false,true,86.40,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,KTKBANK,BANK,false,true,328.30,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,MAHABANK,BANK,false,true,80.26,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,MRPL,INFRA,false,true,176.81,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,NBCC,INFRA,false,true,88.88,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,NMDC,INFRA,false,true,84.61,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,NTPC,INFRA,false,true,340.00,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,PFC,INFRA,false,true,363.00,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,PNB,BANK,false,true,116.55,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,RECLTD,INFRA,false,true,326.65,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,RVNL,INFRA,false,true,225.30,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,SAIL,INFRA,false,true,173.46,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,UNIONBANK,BANK,false,true,183.45,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
2026-08-23T14:36:34Z,WIPRO,IT,false,true,180.79,2026-08-23T14:36:34Z,kite_live,false,0s,LIVE,false,"market closed; quote plumbing verified but not certified session-fresh"
